Model,href,Exterior color,Interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,VIN,Stock #,Mileage,Accidents or damage,1-owner vehicle,Personal use only,Price
2020 Porsche 911 Carrera S,/vehicledetail/ef216cb5-2e0f-40e7-849b-b0d6d1df5347/,Carrara White Metallic,Bordeaux Red,Rear-wheel Drive,"18–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,WP0CB2A91LS264434,PM716,"7,170 mi.",At least 1 accident or damage reported,Yes,Yes,"$144,995"
2014 Porsche 911 Carrera S,/vehicledetail/3fb61d20-b2ee-4096-8e7e-223c79321978/,Black,Luxor Beige,Rear-wheel Drive,"19–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed,3.8L H6 24V GDI DOHC,WP0CB2A92ES154852,P8077,"46,020 mi.",None reported,No,Yes,"$71,990"
2015 Toyota Camry LE,/vehicledetail/8b0cdfdb-0cad-48f9-a69a-8cc247bc828b/,Attitude Black,Black,Front-wheel Drive,"25–35



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,4T1BF1FK4FU011196,02P868A,"138,277 mi.",None reported,Yes,No,"$12,361"
2019 Lexus RX 350 ,/vehicledetail/fa0dc724-f8bb-46de-a1a2-7c697c499668/,Eminent White Pearl,–,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2BZMCA8KC185820,3X63024A,"33,496 mi.",At least 1 accident or damage reported,No,No,"$39,995"
2022 Lamborghini Huracan EVO Base,/vehicledetail/81521e5c-2ded-412a-9555-8e4e82746f75/,Blue,–,Rear-wheel Drive,–,Gasoline,Automatic,5.2L V10 40V GDI DOHC,ZHWUF5ZF0NLA18969,23L111AEB,"1,423 mi.",None reported,Yes,Yes,"$304,000"
2018 BMW 530 i,/vehicledetail/37e03497-97fc-4526-88ca-419000276803/,Dark Graphite Metallic,Ivory White,Rear-wheel Drive,"24–34



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAJA5C53JWA36270,P1545,"59,561 mi.",At least 1 accident or damage reported,No,Yes,"$26,895"
2010 Ford Mustang Premium,/vehicledetail/e7ac7fca-24d2-4afd-82d0-69f3681623ec/,Black,Charcoal Black,Rear-wheel Drive,"18–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Manual,4.0L V6 12V MPFI SOHC,1ZVBP8AN0A5176058,11028,"64,819 mi.",At least 1 accident or damage reported,Yes,Yes,"$16,975"
2016 Ford F-350 Lariat Super Duty,/vehicledetail/91d76c7a-b022-4ffc-8f01-80fa9b930fa5/,Race Red,Adobe,Four-wheel Drive,–,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT8W3BTXGEC51938,8800N,"147,172 mi.",None reported,Yes,No,"$37,910"
2020 Lincoln Aviator Reserve AWD,/vehicledetail/12b468e6-4da4-4546-baac-5e23b07ac9ae/,Magnetic Gray Metallic,Ebony,All-wheel Drive,"17–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC4LGL09969,8545N,"54,275 mi.",None reported,No,No,"$41,677"
2019 Cadillac XT5 Luxury,/vehicledetail/a6e34cb9-7705-457b-86fa-b43badf43cf6/?attribution_type=isa,Crystal White Tri-Coat,Kona Brown,Front-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS7KZ272277,UC12626,"53,183 mi.",None reported,Yes,Yes,"$29,990"
2021 Acura RDX SH-AWD W/ADVANCE PACKAGE,/vehicledetail/3890d8d4-643a-4404-a95b-76e78a39f214/,Fathom Blue Pearl,Graystone,All-wheel Drive,"21–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5J8TC2H72ML021701,L021701,"26,732 mi.",None reported,Yes,Yes,"$37,575"
2015 Nissan Frontier Pro-4X,/vehicledetail/7f43dcef-0e5e-4698-ae66-f843eec04477/,Night Armor,Steel,Four-wheel Drive,"15–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,1N6AD0EV1FN722891,PV3940,"75,338 mi.",At least 1 accident or damage reported,No,Yes,"$21,361"
2009 Toyota Camry LE,/vehicledetail/beeec8ee-bdd4-47a5-b79c-684371181fa8/,Black,Tan,Front-wheel Drive,"21–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,4T4BE46K79R106592,121194C,"189,867 mi.",None reported,No,Yes,"$6,995"
2020 Lexus RX 350 350,/vehicledetail/f8590355-106d-4088-a737-54ed63f09b35/,Caviar,Black,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2AZMDA8LC220738,F2726D,"40,767 mi.",None reported,No,Yes,"$39,000"
2010 BMW M3 Base (M6),/vehicledetail/7363fbba-ef33-41c4-b673-7d652648e1b8/,Dakar Yellow,Anthracite / Black,Rear-wheel Drive,"14–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Manual,4.0L V8 32V MPFI DOHC,WBSWD9C55AP363504,AP363504,"32,245 mi.",None reported,No,Yes,"$73,900"
2016 BMW X5 xDrive35i,/vehicledetail/3fdf9dd1-f3cc-45a5-a113-3e3252208a44/,Space Gray Metallic,Canberra Beige,All-wheel Drive,"18–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C57G0S89926,KC3804,"98,231 mi.",None reported,No,No,"$20,857"
2018 BMW X5 xDrive35i,/vehicledetail/3a10f4c3-dee8-43f6-a4ec-b99762245813/,Jet Black,Black,All-wheel Drive,"18–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C59J0X97273,P5829,"23,940 mi.",None reported,No,Yes,"$37,495"
2019 Subaru Forester Base (CVT),/vehicledetail/7ad7de30-7b6c-43b3-9bc1-7c68a6b04039/,Ice Silver Metallic,Black,All-wheel Drive,"26–33



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKACC0KH582573,23846A,"43,439 mi.",None reported,Yes,Yes,"$22,712"
2021 Mazda Mazda6 Carbon Edition,/vehicledetail/3e5b24c5-008e-4145-9134-ec1674a9230a/,Polymetal Gray Metallic,Red,Front-wheel Drive,"23–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM1GL1WY1M1617710,A19113,"6,308 mi.",None reported,Yes,Yes,"$31,500"
2019 Mazda CX-5 Sport,/vehicledetail/09068e17-dcad-4a00-98e8-ad8c1604c7ee/,Snowflake White Pearl Mica,Black,All-wheel Drive,"24–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBBM1K0654700,D76010S,"23,426 mi.",None reported,Yes,Yes,"$22,888"
2009 Toyota Yaris ,/vehicledetail/71380738-e706-48e7-92ed-85053ee545c2/,Black,Dark Charcoal,Front-wheel Drive,"29–36



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Manual,1.5L I4 16V MPFI DOHC,JTDJT903495231915,M12524A,"77,558 mi.",At least 1 accident or damage reported,No,Yes,"$7,833"
2019 Toyota Prius L,/vehicledetail/e0c04ee0-0a73-4353-ae33-fb093a059520/,Magnetic Gray Metallic,Moonstone,Front-wheel Drive,"54–50



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,JTDKARFU9K3083594,K3083594,"29,041 mi.",None reported,Yes,Yes,"$26,805"
2008 Lexus GS 350 ,/vehicledetail/02fbdc4a-27cc-492d-ae61-e036aab68723/,Starfire Pearl,Ivory,All-wheel Drive,"18–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC,JTHCE96S180014348,BX20910,"96,185 mi.",At least 1 accident or damage reported,No,Yes,"$11,690"
2011 Toyota Prius Four,/vehicledetail/259bb58b-42e4-4291-ad5a-846e4d3590cf/,Silver,Gray,Front-wheel Drive,"51–48



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic,1.8L DOHC 16-valve VVT-i Atkinson-cycle I4 hybrid engine,JTDKN3DU1B5304484,EYC-304484,"141,231 mi.",None reported,No,Yes,"$9,299"
2014 Chevrolet Silverado 1500 LT,/vehicledetail/18ad4e91-5046-42eb-83a3-ff12cd55fe8a/,Summit White,Cocoa / Dune,Four-wheel Drive,–,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,3GCUKREC6EG118608,CU118608,"114,758 mi.",None reported,No,No,"$23,600"
2016 Porsche Boxster Base,/vehicledetail/ae645b70-4aa8-469f-8d16-bec03e06c792/,Agate Gray Metallic,Black,Rear-wheel Drive,"20–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,2.7L H6 24V GDI DOHC,WP0CA2A80GS120227,P11800,"13,010 mi.",None reported,Yes,Yes,"$49,598"
2019 Porsche 911 Carrera 4S,/vehicledetail/33f43fd5-6ae5-4c15-af22-c6c9dbb737bc/,White,Black,All-wheel Drive,"19–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed,3.0L H6 24V GDI DOHC Twin Turbo,WP0CB2A95KS136633,R2175,"42,790 mi.",At least 1 accident or damage reported,Yes,No,"$115,395"
2018 Porsche 911 ,/vehicledetail/ad2fdb8d-57d3-4238-8781-7c8d494b04c5/,Black,Graphite Blue,All-wheel Drive,–,Gasoline,7-Speed Automatic with Auto-Shift,3.0L H6 24V GDI DOHC Twin Turbo,WP0BB2A99JS134314,R2118,"14,392 mi.",None reported,Yes,No,"$127,975"
2021 INFINITI QX50 Luxe,/vehicledetail/8f55a848-88f9-4356-b039-dc194ebf9a65/?attribution_type=isa,Graphite Shadow,Graphite,All-wheel Drive,"22–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,3PCAJ5BB9MF110758,MF110758L,"28,226 mi.",None reported,Yes,Yes,"$33,500"
2022 Chevrolet Silverado 1500 Limited RST,/vehicledetail/3477ba13-c266-4ccb-911f-9bbe337b0cc6/,Silver Ice Metallic,Black,Four-wheel Drive,–,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,1GCUYEET8NZ221732,LNP776A,"3,897 mi.",None reported,Yes,Yes,"$45,000"
2005 Ford Explorer XLT,/vehicledetail/4fe94ecb-41a0-4149-a82f-5053a178e8a4/,Silver,Gray,Four-wheel Drive,"14–18



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Automatic,4.6L V8 16V MPFI SOHC,1FMZU73WX5UB50326,12520,"144,137 mi.",None reported,Yes,No,"$4,000"
2018 Jeep Grand Cherokee Altitude,/vehicledetail/5b56e5dd-1d70-4468-849c-fc8e83dbf12d/,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,"18–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFAGXJC162625,TB10608C,"78,287 mi.",None reported,Yes,No,"$23,470"
2019 Acura MDX 3.5L w/Technology & Entertainment Pkgs,/vehicledetail/59cfb2f9-1640-4527-aa12-d2548e0a66b1/,Majestic Black Pearl,Graystone,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H77KL000306,D2U000306,"53,890 mi.",None reported,No,Yes,"$32,151"
2021 Mazda Mazda3 2.5 Turbo AWD,/vehicledetail/5c5b86e2-6954-4b1b-90d1-2b999eb3ea61/,Snowflake White Pearl,Beige,All-wheel Drive,"23–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM1BPBJY9M1345595,SP09133,"20,570 mi.",None reported,Yes,Yes,"$28,220"
2020 McLaren 720S Luxury,/vehicledetail/607aa6ec-ec1a-4223-b036-ffefee87545d/,Ludus Blue,Carbon Black,Rear-wheel Drive,"15–22



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V MPFI DOHC Twin Turbo,SBM14FCA5LW004988,C004988,"7,071 mi.",None reported,Yes,Yes,"$274,999"
2013 Ford Explorer Limited,/vehicledetail/61a0a312-7d63-4f85-8d75-2142781cc625/,White Platinum Metallic Tri-coat,Charcoal Black,Front-wheel Drive,"17–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,"3.5L V-6 DOHC, variable valve control, engine with 290HP",1FM5K7F88DGB88054,BTIP210221A,"157,028 mi.",At least 1 accident or damage reported,No,Yes,"$11,893"
2015 Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC,/vehicledetail/41f57b34-d18d-4b82-a088-14044f8151a2/,Steel Gray Metallic,Gray,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,4JGDF2EE7FA482531,FA482531,"121,074 mi.",At least 1 accident or damage reported,No,Yes,"$15,980"
2017 Porsche Macan Turbo,/vehicledetail/4345cc27-418a-48f7-8e6c-78e10c183386/,White,Black,All-wheel Drive,"17–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC Twin Turbo,WP1AF2A57HLB62113,VP2528,"83,889 mi.",None reported,No,Yes,"$39,790"
2016 Ford Fiesta SE,/vehicledetail/434fcc94-da81-4a96-8351-72556f16a225/,Red,Charcoal Black,Front-wheel Drive,"28–36



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic with Auto-Shift,1.6L I4 16V MPFI DOHC,3FADP4EJ3GM142023,142023,"45,344 mi.",At least 1 accident or damage reported,Yes,Yes,"$13,695"
2018 Ford F-150 XLT,/vehicledetail/44ad3849-2993-41a0-9a01-0ac8106b5df8/,Magnetic Metallic,Black,Four-wheel Drive,"18–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E54JFA37683,P14786,"43,147 mi.",None reported,No,No,"$34,483"
2020 GMC Yukon Denali,/vehicledetail/44f03b1d-4da6-4065-ad8d-e5cbec213e4d/,Onyx Black,Jet Black,Four-wheel Drive,"14–22



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ5LR148658,PA5445,"42,892 mi.",None reported,Yes,Yes,"$57,346"
2014 Lexus GS 350 Base,/vehicledetail/487c9fc5-a88d-4334-9497-679f553f0bcb/,Black,Orange,All-wheel Drive,"19–26



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHCE1BL3E5028508,YA028508,"120,509 mi.",At least 1 accident or damage reported,Yes,No,"$19,389"
2014 BMW X5 xDrive35i,/vehicledetail/4b4c1d4a-1a60-46a2-b259-4286ab23e511/,Space Gray Metallic,Terra,All-wheel Drive,"18–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C56E0K47180,DM3499AA,"89,034 mi.",At least 1 accident or damage reported,No,Yes,"$18,500"
2020 Chrysler Pacifica Limited,/vehicledetail/5044bd1d-74dd-497d-9279-066825d9af30/,Brilliant Black Crystal Pearlcoat,Black,Front-wheel Drive,"19–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,2C4RC1GGXLR118560,5126467A,"46,171 mi.",None reported,Yes,Yes,"$34,795"
2007 Chevrolet Silverado 1500 LT1 Crew Cab,/vehicledetail/4feb4051-17aa-4cc5-a8cd-5c82caa77039/,Blue Granite Metallic,Dark Titanium,Four-wheel Drive,–,Gasoline,4-Speed Automatic,5.3L V8 16V MPFI OHV,2GCEK13M971508258,14123,"203,990 mi.",At least 1 accident or damage reported,Yes,No,"$8,887"
2013 Honda Accord Touring,/vehicledetail/56b279de-e305-4e71-b595-a14dec406f30/,Crystal Black Pearl,Black,Front-wheel Drive,"21–34



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCR3F95DA802054,27257,"116,471 mi.",None reported,Yes,No,"$14,222"
